ÇinTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
4.12,87.44,26.17,55.73,DoorOPEN,PowerON,123.62,CompressorON,0.41,Wednesday 01.01.2025 -- 10:44:45,0
3.35,46.26,29.56,78.95,DoorCLOSED,PowerON,50.38,CompressorOFF,0.08,Wednesday 01.01.2025 -- 10:44:50,0
1.83,53.97,20.18,87.03,DoorCLOSED,PowerON,102.42,CompressorON,0.34,Wednesday 01.01.2025 -- 10:44:55,0
5.39,77.61,23.61,59.62,DoorOPEN,PowerON,93.05,CompressorON,1.16,Wednesday 01.01.2025 -- 10:45:00,0
4.97,74.38,23.6,78.2,DoorCLOSED,PowerON,48.26,CompressorOFF,0.13,Wednesday 01.01.2025 -- 10:45:05,0
4.18,71.21,18.25,75.29,DoorCLOSED,PowerON,30.35,CompressorOFF,0.43,Wednesday 01.01.2025 -- 10:45:10,0
5.57,72.43,29.6,77.28,DoorOPEN,PowerON,138.58,CompressorON,0.38,Wednesday 01.01.2025 -- 10:45:15,0
3.58,48.38,23.72,51.23,DoorCLOSED,PowerON,134.77,CompressorON,0.26,Wednesday 01.01.2025 -- 10:45:20,0
3.27,69.51,31.62,88.93,DoorCLOSED,PowerON,48.03,CompressorOFF,0.03,Wednesday 01.01.2025 -- 10:45:25,0
5.18,50.62,27.96,52.28,DoorCLOSED,PowerON,48.32,CompressorOFF,0.45,Wednesday 01.01.2025 -- 10:45:30,0
3.62,73.1,30.51,56.0,DoorCLOSED,PowerON,158.25,CompressorON,0.09,Wednesday 01.01.2025 -- 10:45:35,0
2.26,47.74,19.22,67.38,DoorCLOSED,PowerON,120.05,CompressorON,0.42,Wednesday 01.01.2025 -- 10:45:40,0
3.43,62.35,30.87,84.64,DoorCLOSED,PowerON,181.46,CompressorON,0.1,Wednesday 01.01.2025 -- 10:45:45,0
3.9,63.57,29.8,50.3,DoorCLOSED,PowerON,31.32,CompressorOFF,0.25,Wednesday 01.01.2025 -- 10:45:50,0
3.19,69.49,20.69,83.8,DoorCLOSED,PowerON,53.45,CompressorOFF,0.04,Wednesday 01.01.2025 -- 10:45:55,0
3.26,50.56,22.98,69.47,DoorCLOSED,PowerON,133.6,CompressorON,0.22,Wednesday 01.01.2025 -- 10:46:00,0
3.63,71.93,29.75,76.27,DoorCLOSED,PowerON,114.11,CompressorON,0.13,Wednesday 01.01.2025 -- 10:46:05,0
2.17,49.8,21.67,53.16,DoorCLOSED,PowerON,153.25,CompressorON,0.31,Wednesday 01.01.2025 -- 10:46:10,0
1.94,58.88,27.5,57.57,DoorCLOSED,PowerON,233.72,CompressorON,0.34,Wednesday 01.01.2025 -- 10:46:15,0
5.22,54.74,22.43,63.54,DoorCLOSED,PowerON,26.63,CompressorOFF,0.13,Wednesday 01.01.2025 -- 10:46:20,0
5.34,83.15,29.89,69.96,DoorOPEN,PowerON,158.74,CompressorON,0.43,Wednesday 01.01.2025 -- 10:46:25,0
3.92,65.93,20.9,66.37,DoorCLOSED,PowerON,56.33,CompressorOFF,0.35,Wednesday 01.01.2025 -- 10:46:30,0
2.84,56.81,21.23,86.39,DoorCLOSED,PowerON,113.33,CompressorON,0.17,Wednesday 01.01.2025 -- 10:46:35,0
4.14,62.29,30.34,69.22,DoorCLOSED,PowerON,133.47,CompressorON,0.72,Wednesday 01.01.2025 -- 10:46:40,0
3.24,58.82,25.9,77.56,DoorCLOSED,PowerON,135.07,CompressorON,0.12,Wednesday 01.01.2025 -- 10:46:45,0
3.06,72.67,28.64,78.26,DoorCLOSED,PowerON,143.14,CompressorON,0.36,Wednesday 01.01.2025 -- 10:46:50,0
4.05,45.9,22.57,52.72,DoorCLOSED,PowerON,92.74,CompressorON,0.27,Wednesday 01.01.2025 -- 10:46:55,0
5.57,80.0,26.47,53.13,DoorOPEN,PowerON,114.46,CompressorON,0.25,Wednesday 01.01.2025 -- 10:47:00,0
10.83,80.3,31.96,93.97,DoorCLOSED,PowerON,181.19,CompressorON,1.29,Wednesday 01.01.2025 -- 10:47:05,1
8.56,88.58,27.16,88.04,DoorCLOSED,PowerON,221.51,CompressorOFF,1.59,Wednesday 01.01.2025 -- 10:47:10,1
4.68,47.51,28.54,55.53,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.17,Wednesday 01.01.2025 -- 10:47:15,0
3.79,71.22,20.92,71.41,DoorCLOSED,PowerON,40.76,CompressorOFF,0.36,Wednesday 01.01.2025 -- 10:47:20,0
3.06,66.94,31.48,63.71,DoorCLOSED,PowerON,95.54,CompressorON,0.13,Wednesday 01.01.2025 -- 10:47:25,0
8.22,85.64,27.29,83.21,DoorCLOSED,PowerON,245.84,CompressorON,1.18,Wednesday 01.01.2025 -- 10:47:30,1
3.5,58.06,29.92,88.83,DoorCLOSED,PowerON,122.63,CompressorON,1.27,Wednesday 01.01.2025 -- 10:47:35,0
3.54,52.71,20.26,83.96,DoorCLOSED,PowerON,92.62,CompressorON,0.16,Wednesday 01.01.2025 -- 10:47:40,0
5.22,64.88,20.37,75.44,DoorCLOSED,PowerON,58.61,CompressorOFF,0.41,Wednesday 01.01.2025 -- 10:47:45,0
3.92,60.14,29.9,80.59,DoorCLOSED,PowerON,115.9,CompressorON,0.44,Wednesday 01.01.2025 -- 10:47:50,0
3.82,66.8,26.5,68.66,DoorCLOSED,PowerON,29.19,CompressorOFF,0.05,Wednesday 01.01.2025 -- 10:47:55,0
3.56,61.55,25.58,82.2,DoorCLOSED,PowerON,49.85,CompressorOFF,0.23,Wednesday 01.01.2025 -- 10:48:00,0
1.85,64.64,27.97,68.21,DoorCLOSED,PowerON,105.17,CompressorON,0.06,Wednesday 01.01.2025 -- 10:48:05,0
3.75,68.34,29.34,54.63,DoorCLOSED,PowerON,41.43,CompressorOFF,0.33,Wednesday 01.01.2025 -- 10:48:10,0
5.04,58.7,18.97,53.86,DoorCLOSED,PowerON,23.79,CompressorOFF,0.19,Wednesday 01.01.2025 -- 10:48:15,0
3.87,63.47,20.56,51.92,DoorCLOSED,PowerON,34.72,CompressorOFF,0.02,Wednesday 01.01.2025 -- 10:48:20,0
3.44,50.89,27.03,84.86,DoorCLOSED,PowerON,42.53,CompressorOFF,0.19,Wednesday 01.01.2025 -- 10:48:25,0
4.02,52.49,21.2,69.1,DoorCLOSED,PowerON,26.55,CompressorOFF,0.23,Wednesday 01.01.2025 -- 10:48:30,0
3.36,63.23,26.34,89.96,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.41,Wednesday 01.01.2025 -- 10:48:35,0
11.2,76.59,27.54,89.33,DoorCLOSED,PowerON,196.53,CompressorON,1.48,Wednesday 01.01.2025 -- 10:48:40,1
4.03,57.16,26.8,69.08,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.28,Wednesday 01.01.2025 -- 10:48:45,0
8.89,87.45,30.36,69.61,DoorCLOSED,PowerON,225.4,CompressorON,1.05,Wednesday 01.01.2025 -- 10:48:50,1
4.39,71.42,22.96,62.56,DoorOPEN,PowerON,108.15,CompressorON,0.38,Wednesday 01.01.2025 -- 10:48:55,0
3.15,57.42,21.9,79.95,DoorCLOSED,PowerON,126.28,CompressorON,0.12,Wednesday 01.01.2025 -- 10:49:00,0
3.48,65.39,26.84,80.39,DoorCLOSED,PowerON,153.76,CompressorON,0.44,Wednesday 01.01.2025 -- 10:49:05,0
4.01,58.38,29.83,63.35,DoorCLOSED,PowerON,108.22,CompressorON,0.3,Wednesday 01.01.2025 -- 10:49:10,0
4.38,78.76,28.23,86.71,DoorOPEN,PowerON,120.03,CompressorON,0.25,Wednesday 01.01.2025 -- 10:49:15,0
3.88,67.45,27.51,70.59,DoorCLOSED,PowerON,53.53,CompressorOFF,0.44,Wednesday 01.01.2025 -- 10:49:20,0
9.68,79.72,33.51,81.77,DoorCLOSED,PowerOFF,209.41,CompressorOFF,1.27,Wednesday 01.01.2025 -- 10:49:25,1
3.8,65.71,29.51,68.25,DoorCLOSED,PowerON,42.65,CompressorOFF,0.21,Wednesday 01.01.2025 -- 10:49:30,0
4.7,62.28,27.57,86.03,DoorCLOSED,PowerON,54.75,CompressorOFF,0.02,Wednesday 01.01.2025 -- 10:49:35,0
5.48,80.81,31.55,73.76,DoorOPEN,PowerON,181.5,CompressorON,0.39,Wednesday 01.01.2025 -- 10:49:40,0
3.77,51.0,30.55,72.46,DoorCLOSED,PowerON,158.77,CompressorON,0.15,Wednesday 01.01.2025 -- 10:49:45,0
2.77,48.63,31.28,64.95,DoorCLOSED,PowerON,145.25,CompressorON,0.05,Wednesday 01.01.2025 -- 10:49:50,0
4.21,70.19,29.11,67.6,DoorCLOSED,PowerON,31.61,CompressorOFF,0.25,Wednesday 01.01.2025 -- 10:49:55,0
4.99,56.1,25.08,70.87,DoorCLOSED,PowerON,43.77,CompressorOFF,0.22,Wednesday 01.01.2025 -- 10:50:00,0
4.38,46.97,25.53,54.63,DoorCLOSED,PowerON,148.51,CompressorON,0.38,Wednesday 01.01.2025 -- 10:50:05,0
3.15,73.67,29.74,62.88,DoorCLOSED,PowerON,153.41,CompressorON,0.04,Wednesday 01.01.2025 -- 10:50:10,0
3.41,45.53,30.64,68.05,DoorCLOSED,PowerON,131.62,CompressorON,0.12,Wednesday 01.01.2025 -- 10:50:15,0
5.39,53.32,26.24,85.34,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.06,Wednesday 01.01.2025 -- 10:50:20,0
3.13,68.39,26.26,86.98,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.22,Wednesday 01.01.2025 -- 10:50:25,0
4.01,56.84,19.85,53.33,DoorCLOSED,PowerON,133.24,CompressorON,0.76,Wednesday 01.01.2025 -- 10:50:30,0
3.55,55.33,29.28,88.87,DoorCLOSED,PowerON,110.69,CompressorON,0.12,Wednesday 01.01.2025 -- 10:50:35,0
4.9,68.14,28.84,87.86,DoorCLOSED,PowerON,22.95,CompressorOFF,0.33,Wednesday 01.01.2025 -- 10:50:40,0
3.81,73.67,25.06,58.48,DoorCLOSED,PowerON,119.64,CompressorON,0.33,Wednesday 01.01.2025 -- 10:50:45,0
2.47,46.07,27.25,59.92,DoorCLOSED,PowerON,126.99,CompressorON,0.09,Wednesday 01.01.2025 -- 10:50:50,0
3.05,73.42,22.0,84.35,DoorCLOSED,PowerON,42.88,CompressorOFF,0.18,Wednesday 01.01.2025 -- 10:50:55,0
4.07,47.77,24.59,66.45,DoorCLOSED,PowerON,99.62,CompressorON,0.27,Wednesday 01.01.2025 -- 10:51:00,0
6.38,73.69,31.15,88.0,DoorOPEN,PowerON,108.57,CompressorON,1.13,Wednesday 01.01.2025 -- 10:51:05,0
6.48,63.58,22.18,63.89,DoorOPEN,PowerON,133.82,CompressorON,0.17,Wednesday 01.01.2025 -- 10:51:10,0
5.4,65.31,24.22,75.97,DoorCLOSED,PowerON,42.89,CompressorOFF,0.43,Wednesday 01.01.2025 -- 10:51:15,0
4.28,59.28,19.07,57.62,DoorCLOSED,PowerON,42.5,CompressorOFF,0.03,Wednesday 01.01.2025 -- 10:51:20,0
6.6,69.81,30.9,59.27,DoorCLOSED,PowerON,33.03,CompressorOFF,0.17,Wednesday 01.01.2025 -- 10:51:25,0
7.34,88.11,27.37,90.12,DoorCLOSED,PowerON,184.99,CompressorOFF,0.83,Wednesday 01.01.2025 -- 10:51:30,1
7.42,77.64,28.56,53.5,DoorOPEN,PowerON,135.37,CompressorON,0.29,Wednesday 01.01.2025 -- 10:51:35,0
2.76,69.2,27.73,88.96,DoorCLOSED,PowerON,112.29,CompressorON,0.19,Wednesday 01.01.2025 -- 10:51:40,0
4.4,56.56,23.34,59.75,DoorCLOSED,PowerON,26.15,CompressorOFF,0.2,Wednesday 01.01.2025 -- 10:51:45,0
2.14,60.33,23.72,83.7,DoorCLOSED,PowerON,99.22,CompressorON,0.4,Wednesday 01.01.2025 -- 10:51:50,0
7.88,83.89,25.44,79.11,DoorCLOSED,PowerON,185.71,CompressorON,1.47,Wednesday 01.01.2025 -- 10:51:55,1
10.52,86.64,32.74,92.87,DoorOPEN,PowerON,211.21,CompressorON,1.5,Wednesday 01.01.2025 -- 10:52:00,1
5.05,72.14,31.77,72.67,DoorCLOSED,PowerON,54.18,CompressorOFF,0.42,Wednesday 01.01.2025 -- 10:52:05,0
5.46,62.69,18.93,70.34,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.29,Wednesday 01.01.2025 -- 10:52:10,0
4.03,73.71,30.74,68.12,DoorCLOSED,PowerON,92.55,CompressorON,0.24,Wednesday 01.01.2025 -- 10:52:15,0
6.52,82.29,26.15,54.09,DoorOPEN,PowerON,106.73,CompressorON,0.17,Wednesday 01.01.2025 -- 10:52:20,0
5.03,46.54,20.64,67.09,DoorCLOSED,PowerON,131.3,CompressorON,0.36,Wednesday 01.01.2025 -- 10:52:25,0
2.25,67.86,23.54,75.38,DoorCLOSED,PowerON,121.47,CompressorON,0.17,Wednesday 01.01.2025 -- 10:52:30,0
4.24,61.84,18.63,69.06,DoorOPEN,PowerON,130.5,CompressorON,0.19,Wednesday 01.01.2025 -- 10:52:35,0
3.7,68.43,30.24,65.39,DoorCLOSED,PowerON,118.55,CompressorON,0.21,Wednesday 01.01.2025 -- 10:52:40,0
3.75,59.12,25.77,56.13,DoorCLOSED,PowerON,121.9,CompressorON,0.39,Wednesday 01.01.2025 -- 10:52:45,0
3.17,58.9,27.49,78.69,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.44,Wednesday 01.01.2025 -- 10:52:50,0
6.23,74.62,24.08,89.08,DoorCLOSED,PowerON,58.87,CompressorOFF,0.43,Wednesday 01.01.2025 -- 10:52:55,0
6.89,87.57,27.26,75.36,DoorOPEN,PowerON,124.51,CompressorON,1.06,Wednesday 01.01.2025 -- 10:53:00,0
2.06,65.56,31.1,52.71,DoorCLOSED,PowerON,118.8,CompressorON,0.06,Wednesday 01.01.2025 -- 10:53:05,0
3.66,67.75,24.37,72.28,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.13,Wednesday 01.01.2025 -- 10:53:10,0
4.69,45.49,25.93,87.81,DoorCLOSED,PowerON,37.07,CompressorOFF,0.15,Wednesday 01.01.2025 -- 10:53:15,0
11.53,79.64,33.97,78.32,DoorCLOSED,PowerON,225.0,CompressorOFF,0.95,Wednesday 01.01.2025 -- 10:53:20,1
5.27,47.5,27.81,85.37,DoorCLOSED,PowerON,51.71,CompressorOFF,0.07,Wednesday 01.01.2025 -- 10:53:25,0
4.6,55.88,25.66,57.24,DoorCLOSED,PowerON,26.04,CompressorOFF,0.03,Wednesday 01.01.2025 -- 10:53:30,0
3.46,70.54,29.62,83.88,DoorCLOSED,PowerON,56.28,CompressorOFF,0.39,Wednesday 01.01.2025 -- 10:53:35,0
4.82,52.74,30.18,67.47,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.19,Wednesday 01.01.2025 -- 10:53:40,0
4.61,49.9,25.92,83.6,DoorCLOSED,PowerON,43.98,CompressorOFF,0.18,Wednesday 01.01.2025 -- 10:53:45,0
5.44,68.92,31.65,85.68,DoorCLOSED,PowerON,45.43,CompressorOFF,0.4,Wednesday 01.01.2025 -- 10:53:50,0
3.14,56.4,23.62,89.91,DoorCLOSED,PowerON,97.33,CompressorON,0.14,Wednesday 01.01.2025 -- 10:53:55,0
2.22,46.57,31.42,85.16,DoorCLOSED,PowerON,148.25,CompressorON,0.14,Wednesday 01.01.2025 -- 10:54:00,0
8.56,79.28,30.73,62.52,DoorCLOSED,PowerON,207.8,CompressorON,0.9,Wednesday 01.01.2025 -- 10:54:05,1
3.55,55.66,19.07,81.32,DoorCLOSED,PowerON,93.72,CompressorON,0.32,Wednesday 01.01.2025 -- 10:54:10,0
4.0,64.78,25.54,85.04,DoorCLOSED,PowerON,42.37,CompressorOFF,0.03,Wednesday 01.01.2025 -- 10:54:15,0
4.19,71.61,18.46,57.98,DoorCLOSED,PowerON,59.67,CompressorOFF,0.16,Wednesday 01.01.2025 -- 10:54:20,0
3.78,58.63,20.11,76.11,DoorCLOSED,PowerON,41.04,CompressorOFF,0.4,Wednesday 01.01.2025 -- 10:54:25,0
4.28,82.38,19.45,73.04,DoorOPEN,PowerON,121.57,CompressorON,0.02,Wednesday 01.01.2025 -- 10:54:30,0
4.43,54.13,19.44,72.81,DoorCLOSED,PowerON,46.87,CompressorOFF,0.42,Wednesday 01.01.2025 -- 10:54:35,0
8.63,76.98,34.27,69.83,DoorCLOSED,PowerON,222.7,CompressorOFF,1.28,Wednesday 01.01.2025 -- 10:54:40,1
3.72,72.81,28.92,51.01,DoorCLOSED,PowerON,24.84,CompressorOFF,0.14,Wednesday 01.01.2025 -- 10:54:45,0
4.11,63.89,18.18,77.08,DoorCLOSED,PowerON,28.77,CompressorOFF,0.35,Wednesday 01.01.2025 -- 10:54:50,0
3.97,61.37,27.94,72.0,DoorCLOSED,PowerON,56.64,CompressorOFF,0.37,Wednesday 01.01.2025 -- 10:54:55,0
3.2,64.5,22.15,84.63,DoorCLOSED,PowerON,52.89,CompressorOFF,0.2,Wednesday 01.01.2025 -- 10:55:00,0
5.41,52.4,25.88,57.86,DoorCLOSED,PowerON,56.51,CompressorOFF,0.13,Wednesday 01.01.2025 -- 10:55:05,0
11.23,86.18,31.54,62.69,DoorCLOSED,PowerON,187.86,CompressorON,0.96,Wednesday 01.01.2025 -- 10:55:10,1
5.27,77.73,20.8,58.92,DoorOPEN,PowerON,129.51,CompressorON,0.36,Wednesday 01.01.2025 -- 10:55:15,0
8.06,63.09,21.32,88.66,DoorCLOSED,PowerON,20.52,CompressorOFF,0.17,Wednesday 01.01.2025 -- 10:55:20,0
5.15,85.64,20.1,64.2,DoorOPEN,PowerON,98.83,CompressorON,0.12,Wednesday 01.01.2025 -- 10:55:25,0
3.41,68.81,29.76,52.94,DoorCLOSED,PowerON,24.13,CompressorOFF,0.23,Wednesday 01.01.2025 -- 10:55:30,0
3.36,68.23,22.99,60.86,DoorCLOSED,PowerON,34.32,CompressorOFF,0.37,Wednesday 01.01.2025 -- 10:55:35,0
9.75,79.09,25.82,69.04,DoorCLOSED,PowerON,198.91,CompressorON,1.47,Wednesday 01.01.2025 -- 10:55:40,1
4.12,85.58,27.38,66.1,DoorOPEN,PowerON,118.14,CompressorON,0.19,Wednesday 01.01.2025 -- 10:55:45,0
4.63,60.32,28.91,61.21,DoorCLOSED,PowerON,40.05,CompressorOFF,0.13,Wednesday 01.01.2025 -- 10:55:50,0
2.23,64.87,30.13,61.79,DoorCLOSED,PowerON,157.9,CompressorON,0.14,Wednesday 01.01.2025 -- 10:55:55,0
7.81,74.82,29.42,60.63,DoorCLOSED,PowerON,37.37,CompressorOFF,0.18,Wednesday 01.01.2025 -- 10:56:00,0
4.12,87.69,19.72,50.35,DoorOPEN,PowerON,120.58,CompressorON,0.42,Wednesday 01.01.2025 -- 10:56:05,0
4.71,70.68,26.33,82.39,DoorCLOSED,PowerON,47.37,CompressorOFF,0.22,Wednesday 01.01.2025 -- 10:56:10,0
5.48,70.4,27.49,57.78,DoorCLOSED,PowerON,26.99,CompressorOFF,0.23,Wednesday 01.01.2025 -- 10:56:15,0
5.06,73.61,31.77,67.47,DoorCLOSED,PowerON,116.58,CompressorON,0.33,Wednesday 01.01.2025 -- 10:56:20,0
7.33,55.01,27.77,87.34,DoorCLOSED,PowerON,24.9,CompressorOFF,0.32,Wednesday 01.01.2025 -- 10:56:25,0
2.48,70.66,23.99,79.53,DoorCLOSED,PowerON,118.65,CompressorON,0.84,Wednesday 01.01.2025 -- 10:56:30,0
4.76,73.68,25.98,66.72,DoorCLOSED,PowerON,38.86,CompressorOFF,0.19,Wednesday 01.01.2025 -- 10:56:35,0
6.8,65.75,22.63,64.5,DoorCLOSED,PowerON,44.5,CompressorOFF,0.3,Wednesday 01.01.2025 -- 10:56:40,0
3.85,48.86,29.03,84.84,DoorCLOSED,PowerON,48.0,CompressorOFF,0.41,Wednesday 01.01.2025 -- 10:56:45,0
4.18,78.45,22.86,85.23,DoorOPEN,PowerON,151.02,CompressorON,0.18,Wednesday 01.01.2025 -- 10:56:50,0
3.63,62.76,27.88,86.84,DoorCLOSED,PowerON,154.18,CompressorON,0.05,Wednesday 01.01.2025 -- 10:56:55,0
3.01,62.05,25.57,69.73,DoorCLOSED,PowerON,217.58,CompressorON,0.09,Wednesday 01.01.2025 -- 10:57:00,0
3.41,63.87,22.15,74.06,DoorCLOSED,PowerON,129.39,CompressorON,0.85,Wednesday 01.01.2025 -- 10:57:05,0
2.89,55.51,31.72,80.82,DoorCLOSED,PowerON,156.0,CompressorON,0.28,Wednesday 01.01.2025 -- 10:57:10,0
3.48,46.68,24.72,59.88,DoorCLOSED,PowerON,113.77,CompressorON,0.97,Wednesday 01.01.2025 -- 10:57:15,0
5.18,74.04,28.26,60.9,DoorCLOSED,PowerON,121.86,CompressorON,0.75,Wednesday 01.01.2025 -- 10:57:20,0
5.88,68.71,25.99,85.84,DoorOPEN,PowerON,90.61,CompressorON,0.07,Wednesday 01.01.2025 -- 10:57:25,0
4.91,60.63,23.88,69.23,DoorCLOSED,PowerON,48.78,CompressorOFF,0.08,Wednesday 01.01.2025 -- 10:57:30,0
3.09,66.37,18.42,83.39,DoorCLOSED,PowerON,27.5,CompressorOFF,0.24,Wednesday 01.01.2025 -- 10:57:35,0
3.73,74.07,27.05,67.99,DoorCLOSED,PowerON,50.2,CompressorOFF,0.1,Wednesday 01.01.2025 -- 10:57:40,0
3.88,61.83,24.35,64.6,DoorCLOSED,PowerON,27.91,CompressorOFF,0.26,Wednesday 01.01.2025 -- 10:57:45,0
4.17,50.31,30.76,59.1,DoorCLOSED,PowerON,31.43,CompressorOFF,0.25,Wednesday 01.01.2025 -- 10:57:50,0
2.34,72.04,20.25,56.86,DoorCLOSED,PowerON,131.99,CompressorON,0.35,Wednesday 01.01.2025 -- 10:57:55,0
2.25,74.8,20.75,71.14,DoorCLOSED,PowerON,120.02,CompressorON,0.24,Wednesday 01.01.2025 -- 10:58:00,0
6.83,60.81,21.7,60.95,DoorOPEN,PowerON,100.22,CompressorON,0.43,Wednesday 01.01.2025 -- 10:58:05,0
1.99,57.01,25.31,83.55,DoorCLOSED,PowerON,111.04,CompressorON,0.32,Wednesday 01.01.2025 -- 10:58:10,0
8.23,78.51,25.88,87.87,DoorOPEN,PowerON,157.04,CompressorON,0.08,Wednesday 01.01.2025 -- 10:58:15,0
3.71,75.68,20.83,53.2,DoorOPEN,PowerON,146.38,CompressorON,0.09,Wednesday 01.01.2025 -- 10:58:20,0
3.8,47.92,26.06,58.55,DoorCLOSED,PowerON,100.44,CompressorON,0.29,Wednesday 01.01.2025 -- 10:58:25,0
3.57,59.38,31.42,83.39,DoorCLOSED,PowerON,124.61,CompressorON,0.91,Wednesday 01.01.2025 -- 10:58:30,0
4.14,53.0,24.6,61.34,DoorCLOSED,PowerON,132.53,CompressorON,1.04,Wednesday 01.01.2025 -- 10:58:35,0
3.34,72.65,18.74,54.69,DoorCLOSED,PowerON,53.25,CompressorOFF,0.17,Wednesday 01.01.2025 -- 10:58:40,0
8.09,89.51,29.3,65.62,DoorOPEN,PowerON,202.25,CompressorON,1.08,Wednesday 01.01.2025 -- 10:58:45,1
3.44,49.05,20.61,71.19,DoorCLOSED,PowerON,101.94,CompressorON,0.38,Wednesday 01.01.2025 -- 10:58:50,0
1.81,71.29,31.25,55.41,DoorCLOSED,PowerON,91.31,CompressorON,0.24,Wednesday 01.01.2025 -- 10:58:55,0
3.88,52.76,30.41,80.9,DoorCLOSED,PowerON,44.82,CompressorOFF,0.43,Wednesday 01.01.2025 -- 10:59:00,0
1.88,68.81,27.26,80.46,DoorCLOSED,PowerON,118.47,CompressorON,0.31,Wednesday 01.01.2025 -- 10:59:05,0
9.43,86.96,33.09,91.63,DoorCLOSED,PowerON,182.27,CompressorON,0.9,Wednesday 01.01.2025 -- 10:59:10,1
3.36,60.05,18.43,62.16,DoorCLOSED,PowerON,56.84,CompressorOFF,0.33,Wednesday 01.01.2025 -- 10:59:15,0
6.91,67.84,19.83,79.52,DoorOPEN,PowerON,105.95,CompressorON,1.22,Wednesday 01.01.2025 -- 10:59:20,0
4.18,67.25,20.41,81.8,DoorCLOSED,PowerON,106.0,CompressorON,0.15,Wednesday 01.01.2025 -- 10:59:25,0
5.02,57.08,31.79,89.9,DoorCLOSED,PowerON,21.62,CompressorOFF,0.15,Wednesday 01.01.2025 -- 10:59:30,0
7.33,47.01,22.34,63.42,DoorCLOSED,PowerON,48.91,CompressorOFF,0.2,Wednesday 01.01.2025 -- 10:59:35,0
5.26,68.0,23.82,64.94,DoorCLOSED,PowerON,31.17,CompressorOFF,0.09,Wednesday 01.01.2025 -- 10:59:40,0
4.92,46.22,21.52,53.6,DoorCLOSED,PowerON,41.79,CompressorOFF,0.44,Wednesday 01.01.2025 -- 10:59:45,0
7.41,47.49,28.33,52.49,DoorCLOSED,PowerON,103.5,CompressorON,0.02,Wednesday 01.01.2025 -- 10:59:50,0
4.08,73.19,22.18,77.04,DoorCLOSED,PowerON,192.53,CompressorON,0.82,Wednesday 01.01.2025 -- 10:59:55,0
7.52,86.71,27.53,69.45,DoorOPEN,PowerON,139.29,CompressorON,0.29,Wednesday 01.01.2025 -- 11:00:00,0
3.71,61.44,19.95,87.58,DoorCLOSED,PowerON,27.87,CompressorOFF,0.34,Wednesday 01.01.2025 -- 11:00:05,0
5.81,72.91,22.7,61.21,DoorCLOSED,PowerON,96.64,CompressorON,0.33,Wednesday 01.01.2025 -- 11:00:10,0
3.51,59.41,24.27,68.48,DoorCLOSED,PowerON,41.57,CompressorOFF,0.07,Wednesday 01.01.2025 -- 11:00:15,0
4.24,58.1,31.36,68.95,DoorCLOSED,PowerON,45.18,CompressorOFF,0.27,Wednesday 01.01.2025 -- 11:00:20,0
2.17,54.99,22.87,63.47,DoorCLOSED,PowerON,121.28,CompressorON,0.33,Wednesday 01.01.2025 -- 11:00:25,0
7.18,50.02,23.0,61.82,DoorCLOSED,PowerON,146.67,CompressorON,0.22,Wednesday 01.01.2025 -- 11:00:30,0
2.33,47.99,29.91,88.91,DoorCLOSED,PowerON,136.31,CompressorON,0.28,Wednesday 01.01.2025 -- 11:00:35,0
3.56,49.04,27.6,75.79,DoorCLOSED,PowerON,152.72,CompressorON,0.07,Wednesday 01.01.2025 -- 11:00:40,0
5.21,50.22,28.3,86.89,DoorCLOSED,PowerON,43.66,CompressorOFF,0.2,Wednesday 01.01.2025 -- 11:00:45,0
2.12,74.32,28.36,86.85,DoorCLOSED,PowerON,109.1,CompressorON,1.0,Wednesday 01.01.2025 -- 11:00:50,0
10.93,84.3,25.38,76.16,DoorCLOSED,PowerON,203.75,CompressorOFF,1.2,Wednesday 01.01.2025 -- 11:00:55,1
3.87,64.96,26.17,50.48,DoorCLOSED,PowerON,31.9,CompressorOFF,0.39,Wednesday 01.01.2025 -- 11:01:00,0
3.97,50.24,27.37,79.98,DoorCLOSED,PowerON,39.76,CompressorOFF,0.14,Wednesday 01.01.2025 -- 11:01:05,0
3.56,68.08,25.99,82.44,DoorOPEN,PowerON,231.71,CompressorON,0.03,Wednesday 01.01.2025 -- 11:01:10,0
3.94,58.61,20.44,50.04,DoorCLOSED,PowerON,53.8,CompressorOFF,0.16,Wednesday 01.01.2025 -- 11:01:15,0
2.82,56.47,31.49,73.42,DoorCLOSED,PowerON,112.19,CompressorON,0.42,Wednesday 01.01.2025 -- 11:01:20,0
2.43,67.03,29.05,76.94,DoorCLOSED,PowerON,141.31,CompressorON,0.36,Wednesday 01.01.2025 -- 11:01:25,0
4.04,52.57,28.35,57.87,DoorCLOSED,PowerON,96.23,CompressorON,1.12,Wednesday 01.01.2025 -- 11:01:30,0
